Student_ID,Age,Country,Avg_Daily_Usage_Hours,Sleep_Hours_Per_Night,Conflicts_Over_Social_Media,Academic_Level_Graduate,Academic_Level_High_School,Academic_Level_Undergraduate,Most_Used_Platform_Facebook,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_Complicated,Relationship_Status_In_Relationship,Relationship_Status_Single,Gender_Female,Gender_Male,Mental_Health_Score,Addicted_Score,Affects_Academic_Performance
415,20,Switzerland,3.0,8.8,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
416,22,Turkey,4.6,7.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
417,19,USA,7.7,4.6,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
418,21,Mexico,6.5,5.7,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
419,20,France,3.6,8.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
420,22,Canada,4.4,7.8,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
421,19,Spain,4.2,7.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
422,21,Denmark,3.0,8.8,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
423,20,Ireland,3.9,8.0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
424,22,India,6.8,5.5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
425,19,Switzerland,2.9,8.9,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
426,21,Turkey,4.5,7.7,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
427,20,USA,7.8,4.5,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
428,22,Mexico,6.6,5.6,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
429,19,France,3.5,8.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
430,21,Canada,4.3,7.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
431,20,Spain,4.1,7.8,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,5,False
432,22,Denmark,2.9,8.9,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
433,19,Ireland,3.8,8.1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
434,21,India,6.9,5.4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,7,True
435,20,Switzerland,2.8,9.0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
436,22,Turkey,4.4,7.8,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
437,19,USA,7.9,4.4,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
438,21,Mexico,6.7,5.5,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
439,20,France,3.4,8.6,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
440,22,Canada,4.2,8.0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,5,False
441,19,Spain,4.0,7.9,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,6,5,False
442,21,Denmark,2.8,9.0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
443,20,Ireland,3.7,8.2,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
444,22,India,7.0,5.3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
445,19,Switzerland,2.7,9.1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
446,21,Turkey,4.3,7.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
447,20,USA,8.0,4.3,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
448,22,Mexico,6.8,5.4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
449,19,France,3.3,8.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
450,21,Canada,4.1,8.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,5,False
451,20,Spain,3.9,8.0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
452,22,Denmark,2.7,9.1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
453,19,Ireland,3.6,8.3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
454,21,India,7.1,5.2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
455,20,Switzerland,2.6,9.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
456,22,Turkey,4.2,8.0,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,5,False
457,19,USA,8.1,4.2,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
458,21,Mexico,6.9,5.3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,6,True
459,20,France,3.2,8.8,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
460,22,Canada,4.0,8.2,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,5,False
461,19,Spain,3.8,8.1,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
462,21,Denmark,2.6,9.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
463,20,Ireland,3.5,8.4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
464,22,India,7.2,5.1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
465,19,Switzerland,2.5,9.3,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
466,21,Turkey,4.1,8.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,5,False
467,20,USA,8.2,4.1,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
468,22,Mexico,7.0,5.2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,9,True
469,19,France,3.1,8.9,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
470,21,Canada,3.9,8.3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,2,False
471,20,Spain,3.7,8.2,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
472,22,Denmark,2.5,9.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
473,19,Ireland,3.4,8.5,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
474,21,India,7.3,5.0,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
475,20,Switzerland,2.4,9.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
476,22,Turkey,4.0,8.2,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,5,False
477,19,USA,8.3,4.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
478,21,Mexico,7.1,5.1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,9,True
479,20,France,3.0,9.0,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
480,22,Canada,3.8,8.4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,2,False
481,19,Spain,3.6,8.3,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
482,21,Denmark,2.4,9.4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
483,20,Ireland,3.3,8.6,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
484,22,India,7.4,4.9,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
485,19,Switzerland,2.3,9.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
486,21,Turkey,3.9,8.3,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,2,False
487,20,USA,8.4,3.9,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2,10,True
488,22,Mexico,7.2,5.0,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,9,True
489,19,France,2.9,9.1,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
490,21,Canada,3.7,8.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,2,False
491,20,Spain,3.5,8.4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,8,2,False
492,22,Denmark,2.3,9.5,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,9,2,False
493,19,Ireland,3.2,8.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,8,2,False
494,21,India,7.5,4.8,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,2,10,True
495,20,Switzerland,2.2,9.6,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
496,22,Turkey,3.8,8.4,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,2,False
497,19,USA,8.5,3.8,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
498,21,Mexico,7.3,4.9,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,2,9,True
499,20,France,2.8,9.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,9,2,False
500,22,Canada,3.6,8.6,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,8,2,False
501,19,Brazil,6.2,6.3,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,5,6,False
502,21,China,4.5,7.8,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,7,5,False
503,20,Netherlands,3.8,8.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
504,22,New Zealand,4.7,7.5,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
505,19,Singapore,5.1,7.0,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
506,21,Malaysia,5.5,6.8,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
507,20,UAE,6.5,6.5,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,7,False
508,22,Poland,4.2,7.9,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,7,5,False
509,19,India,6.8,6.0,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,5,7,False
510,21,Canada,4.8,7.4,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
511,20,Brazil,6.1,6.4,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,6,False
512,22,China,4.4,7.9,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,7,5,False
513,19,Netherlands,3.7,8.3,2,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,9,2,False
514,21,New Zealand,4.6,7.6,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,5,False
515,20,Singapore,5.2,6.9,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
516,22,Malaysia,5.6,6.7,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
517,19,UAE,6.6,6.4,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,7,False
518,21,Poland,4.1,8.0,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,5,False
519,20,India,6.9,5.9,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,7,True
520,22,Canada,4.7,7.5,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,6,False
521,19,Brazil,6.0,6.5,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,6,6,False
522,21,China,4.3,8.0,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9,5,False
523,20,Netherlands,3.6,8.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
524,22,New Zealand,4.5,7.7,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,5,False
525,19,Singapore,5.3,6.8,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
526,21,Malaysia,5.7,6.6,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
527,20,UAE,6.7,6.3,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,7,False
528,22,Poland,4.0,8.1,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,5,False
529,19,India,7.0,5.8,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,10,True
530,21,Canada,4.6,7.6,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
531,20,Brazil,5.9,6.6,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
532,22,China,4.2,8.1,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9,5,False
533,19,Netherlands,3.5,8.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
534,21,New Zealand,4.4,7.8,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,5,False
535,20,Singapore,5.4,6.7,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
536,22,Malaysia,5.8,6.5,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
537,19,UAE,6.8,6.2,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,7,False
538,21,Poland,3.9,8.2,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
539,20,India,7.1,5.7,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,10,True
540,22,Canada,4.5,7.7,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
541,19,Brazil,5.8,6.7,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,6,6,False
542,21,China,4.1,8.2,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9,5,False
543,20,Netherlands,3.4,8.6,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
544,22,New Zealand,4.3,7.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,5,False
545,19,Singapore,5.5,6.6,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
546,21,Malaysia,5.9,6.4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
547,20,UAE,6.9,6.1,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,7,False
548,22,Poland,3.8,8.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
549,19,India,7.2,5.6,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,10,True
550,21,Canada,4.4,7.8,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,5,False
551,20,Brazil,5.7,6.8,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
552,22,China,4.0,8.3,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9,5,False
553,19,Netherlands,3.3,8.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
554,21,New Zealand,4.2,8.0,3,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8,5,False
555,20,Singapore,5.6,6.5,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
556,22,Malaysia,6.0,6.3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,6,6,False
557,19,UAE,7.0,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,5,10,True
558,21,Poland,3.7,8.4,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
559,20,India,7.3,5.5,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,10,True
560,22,Canada,4.3,7.9,3,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,6,5,False
561,19,Brazil,5.6,6.9,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,6,6,False
562,21,China,3.9,8.4,2,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,9,2,False
563,20,Netherlands,3.2,8.8,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,9,2,False
564,22,New Zealand,4.1,8.1,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,8,5,False
565,19,Singapore,5.7,6.4,3,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,6,False
566,21,Malaysia,6.1,6.2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,5,6,False
567,20,UAE,7.1,5.9,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,2,10,True
568,22,Poland,3.6,8.5,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,9,2,False
569,19,India,7.4,5.4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,2,10,True
570,21,Canada,4.2,8.0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,8,5,False
571,20,Spain,6.1,7.2,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
572,23,Denmark,3.8,7.8,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,7,2,False
573,19,Ireland,5.5,6.8,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,6,7,False
574,22,India,7.2,5.9,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,10,True
575,21,Switzerland,4.2,7.5,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
576,24,Turkey,6.8,6.2,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
577,20,USA,5.9,6.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
578,22,Mexico,6.5,6.1,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
579,19,France,4.7,7.4,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7,6,False
580,23,Canada,5.2,7.0,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
581,21,UK,6.3,6.4,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
582,24,Italy,4.9,7.3,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
583,20,Russia,6.7,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
584,22,China,5.8,6.5,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6,6,False
585,19,Japan,4.5,7.6,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7,5,False
586,23,Poland,6.4,6.3,4,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
587,21,Finland,4.1,7.7,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,5,False
588,24,Spain,6.6,6.2,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
589,20,Denmark,4.4,7.4,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
590,22,Ireland,5.7,6.8,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,6,6,False
591,19,India,7.0,5.8,5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,10,True
592,23,Switzerland,4.3,7.5,2,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
593,21,Turkey,6.9,6.1,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
594,24,USA,5.6,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,6,6,False
595,20,Mexico,6.2,6.3,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
596,21,France,5.8,6.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
597,23,Canada,4.9,7.3,2,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,7,6,False
598,20,UK,6.4,6.2,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
599,22,Italy,5.1,7.1,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
600,19,Russia,6.7,6.0,4,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
601,24,China,5.5,6.8,3,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,6,6,False
602,21,Japan,4.3,7.6,2,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,7,5,False
603,23,Poland,6.2,6.4,4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,5,7,False
604,20,Finland,4.5,7.4,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
605,22,Spain,6.3,6.3,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
606,19,Denmark,4.7,7.2,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
607,24,Ireland,5.9,6.6,3,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,6,6,False
608,21,India,7.1,5.7,5,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2,10,True
609,23,Switzerland,4.4,7.4,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
610,20,Turkey,6.6,6.2,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
611,22,USA,5.4,6.9,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,6,6,False
612,19,Mexico,6.5,6.1,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
613,24,France,4.8,7.3,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
614,21,Canada,5.7,6.7,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
615,23,UK,6.1,6.4,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,5,7,False
616,20,Italy,4.6,7.2,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
617,22,Russia,6.8,5.9,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2,7,True
618,19,China,5.6,6.8,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,6,6,False
619,24,Japan,4.2,7.5,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,7,6,False
620,21,Poland,6.3,6.3,4,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,5,7,False
621,23,Finland,4.4,7.4,2,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,7,6,False
622,20,Spain,6.5,6.2,4,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,5,7,False
623,22,Denmark,4.6,7.3,2,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,7,6,False
624,19,Ireland,5.8,6.6,3,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6,6,False
625,24,India,7.0,5.8,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,2,10,True
626,21,Switzerland,4.5,7.3,2,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,7,6,False
